UDI,Date,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Internal Pressure[MPa],Battery Charging Current[A],coolant temp[C],carbon monoxide content[grams/sec],Oil Viscosity[cSt],Age[days],Machine failure
243,1/3/1995,L47422,L,298,308.2,1348,58.8,2.261744966,80.8,0.0105252,13.28261048,879.8,1
244,1/4/1995,L47423,L,298,308.2,1442,44.1,2.419463087,80.8,0.0078939,9.961957858,865.1,0
245,1/5/1995,M15104,M,298,308.2,1395,49.1,2.340604027,80.8,0.0087889,11.09143154,870.1,0
246,1/6/1995,M15105,M,297.9,308.1,1627,31.4,2.729865772,80.7,0.0056206,7.09309471,852.4,0
247,1/7/1995,L47426,L,297.9,308.1,1585,33.5,2.659395973,80.7,0.0059965,7.567473656,854.5,0
248,1/8/1995,L47427,L,298,308.2,1469,45.5,2.464765101,80.8,0.0081445,10.27821049,866.5,0
249,1/9/1995,L47428,L,298,308.3,1362,56.8,2.285234899,80.9,0.0101672,12.830821,877.8,1
250,1/10/1995,L47429,L,298,308.3,1405,56.2,2.35738255,80.9,0.0100598,12.69528416,877.2,1
251,1/11/1995,L47430,L,298,308.3,1662,32.7,2.788590604,80.9,0.0058533,7.386757867,853.7,0
252,1/12/1995,M15111,M,298,308.2,1466,42.6,2.459731544,80.8,0.0076254,9.623115754,863.6,0
253,1/13/1995,L47432,L,298,308.2,1620,35.8,2.718120805,80.8,0.0064082,8.087031549,856.8,0
254,1/14/1995,L47433,L,298,308.2,1357,48.2,2.276845638,80.8,0.0086278,10.88812628,869.2,0
255,1/15/1995,L47434,L,298,308.2,1514,37.9,2.540268456,80.8,0.0067841,8.561410494,858.9,0
256,1/16/1995,L47435,L,298,308.2,1489,40.4,2.498322148,80.8,0.0072316,9.126147334,861.4,0
257,1/17/1995,L47436,L,298.1,308.3,1331,63,2.233221477,80.9,0.011277,14.23136837,884,0
258,1/18/1995,L47437,L,298,308,1615,29.5,2.709731544,80.6,0.0052805,6.663894712,850.5,0
259,1/19/1995,L47438,L,298.1,308.2,1482,37.9,2.486577181,80.8,0.0067841,8.561410494,858.9,0
260,1/20/1995,M15119,M,298.1,308.2,1420,63.9,2.382550336,80.8,0.0114381,14.43467363,884.9,1
261,1/21/1995,M15120,M,298.2,308.3,1522,49.1,2.553691275,80.9,0.0087889,11.09143154,870.1,0
262,1/22/1995,L47441,L,298.1,308.2,1654,32.1,2.775167785,80.8,0.0057459,7.251221026,853.1,0
263,1/23/1995,M15122,M,298.1,308.2,1736,26.8,2.912751678,80.8,0.0047972,6.053978925,847.8,0
264,1/24/1995,M15123,M,298,308.1,1587,32.3,2.662751678,80.7,0.0057817,7.296399973,853.3,0
265,1/25/1995,L47444,L,298.1,308.2,1390,47.5,2.332214765,80.8,0.0085025,10.72999996,868.5,0
266,1/26/1995,L47445,L,298,308.1,1454,37.1,2.439597315,80.7,0.0066409,8.380694706,858.1,0
267,1/27/1995,H29680,H,298,308.1,1440,43.7,2.416107383,80.7,0.0078223,9.871599963,864.7,0
268,1/28/1995,L47447,L,297.9,308,1954,21.1,3.27852349,80.6,0.0037769,4.76637893,842.1,0
269,1/29/1995,H29682,H,297.9,308,1800,24.8,3.020134228,80.6,0.0044392,5.602189453,845.8,0
270,1/30/1995,L47449,L,298,308,1524,37,2.55704698,80.6,0.006623,8.358105232,858,0
271,1/31/1995,H29684,H,298,308,1520,39.6,2.55033557,80.6,0.0070884,8.945431546,860.6,0
272,2/1/1995,M15131,M,298.1,308.1,1452,40.8,2.436241611,80.7,0.0073032,9.216505229,861.8,0
273,2/2/1995,L47452,L,298.1,308.1,1484,40.4,2.489932886,80.7,0.0072316,9.126147334,861.4,0
274,2/3/1995,L47453,L,298.1,308,1426,46,2.39261745,80.6,0.008234,10.39115786,867,0
275,2/4/1995,L47454,L,298.1,308,1652,28.5,2.771812081,80.6,0.0051015,6.437999976,849.5,0
276,2/5/1995,L47455,L,298,308,1401,54.7,2.350671141,80.6,0.0097913,12.35644206,875.7,0
277,2/6/1995,M15136,M,298,307.9,1750,26.6,2.936241611,80.5,0.0047614,6.008799978,847.6,0
278,2/7/1995,H29691,H,298,308,1479,50.7,2.481543624,80.6,0.0090753,11.45286312,871.7,0
279,2/8/1995,M15138,M,298,308,1620,29.4,2.718120805,80.6,0.0052626,6.641305238,850.4,0
280,2/9/1995,L47459,L,298,308.1,1819,23.4,3.052013423,80.7,0.0041886,5.285936822,844.4,0
281,2/10/1995,M15140,M,298.1,308.1,1456,43.7,2.44295302,80.7,0.0078223,9.871599963,864.7,0
282,2/11/1995,L47461,L,298.1,308,1626,36.5,2.728187919,80.6,0.0065335,8.245157864,857.5,0
283,2/12/1995,M15142,M,298.1,308.1,1390,49.8,2.332214765,80.7,0.0089142,11.24955785,870.8,0
284,2/13/1995,L47463,L,298.2,308.2,1469,43,2.464765101,80.8,0.007697,9.713473648,864,0
285,2/14/1995,L47464,L,298.2,308.3,2051,19.2,3.441275168,80.9,0.0034368,4.337178931,840.2,0
286,2/15/1995,L47465,L,298.2,308.3,1568,36,2.630872483,80.9,0.006444,8.132210496,857,0
287,2/16/1995,L47466,L,298.2,308.3,1589,33.2,2.666107383,80.9,0.0059428,7.499705235,854.2,0
288,2/17/1995,L47467,L,298.2,308.3,1805,31.6,3.02852349,80.9,0.0056564,7.138273658,852.6,0
289,2/18/1995,H29702,H,298.2,308.4,1385,42.2,2.323825503,81,0.0075538,9.532757859,863.2,0
290,2/19/1995,L47469,L,298.1,308.4,1436,46.7,2.409395973,81,0.0083593,10.54928417,867.7,0
291,2/20/1995,L47470,L,298.1,308.4,1438,45.6,2.412751678,81,0.0081624,10.30079996,866.6,0
292,2/21/1995,L47471,L,298,308.3,1473,42.6,2.47147651,80.9,0.0076254,9.623115754,863.6,0
293,2/22/1995,L47472,L,298.1,308.4,1335,40.2,2.239932886,81,0.0071958,9.080968387,861.2,0
294,2/23/1995,H29707,H,298.1,308.5,1392,44.8,2.33557047,81.1,0.0080192,10.12008417,865.8,0
295,2/24/1995,M15154,M,298.1,308.5,1372,51.1,2.302013423,81.1,0.0091469,11.54322101,872.1,0
296,2/25/1995,M15155,M,298.1,308.6,1716,30.7,2.879194631,81.2,0.0054953,6.934968395,851.7,0
297,2/26/1995,L47476,L,298,308.5,1395,46.2,2.340604027,81.1,0.0082698,10.4363368,867.2,0
298,2/27/1995,L47477,L,298,308.5,1713,25.3,2.874161074,81.1,0.0045287,5.715136821,846.3,0
299,2/28/1995,H29712,H,297.9,308.5,2129,18.7,3.572147651,81.1,0.0033473,4.224231563,839.7,0
300,3/1/1995,M15159,M,297.8,308.3,1567,35.6,2.629194631,80.9,0.0063724,8.041852602,856.6,0
301,3/2/1995,L47480,L,297.8,308.4,1622,38.3,2.72147651,81,0.0068557,8.651768389,859.3,0
302,3/3/1995,L47481,L,297.7,308.4,1740,27.1,2.919463087,81,0.0048509,6.121747346,848.1,0
303,3/4/1995,H29716,H,297.8,308.4,1512,35.1,2.536912752,81,0.0062829,7.928905234,856.1,0
304,3/5/1995,M15163,M,297.8,308.4,1479,43.5,2.481543624,81,0.0077865,9.826421016,864.5,0
305,3/6/1995,L47484,L,297.8,308.4,1737,27.5,2.91442953,81,0.0049225,6.21210524,848.5,0
306,3/7/1995,L47485,L,297.8,308.4,2129,19.2,3.572147651,81,0.0034368,4.337178931,840.2,0
307,3/8/1995,L47486,L,297.8,308.4,1374,47.1,2.305369128,81,0.0084309,10.63964207,868.1,0
308,3/9/1995,M15167,M,297.8,308.4,1579,36.6,2.649328859,81,0.0065514,8.267747338,857.6,0
309,3/10/1995,L47488,L,297.9,308.5,1305,47.2,2.189597315,81.1,0.0084488,10.66223154,868.2,0
310,3/11/1995,M15169,M,297.9,308.5,1449,40.8,2.431208054,81.1,0.0073032,9.216505229,861.8,0
311,3/12/1995,H29724,H,298,308.6,1526,41.8,2.560402685,81.2,0.0074822,9.442399965,862.8,0
312,3/13/1995,M15171,M,298,308.6,1453,44.1,2.437919463,81.2,0.0078939,9.961957858,865.1,0
313,3/14/1995,L47492,L,297.9,308.6,1468,36,2.463087248,81.2,0.006444,8.132210496,857,0
314,3/15/1995,L47493,L,298,308.6,1313,50.8,2.203020134,81.2,0.0090932,11.47545259,871.8,0
315,3/16/1995,M15174,M,297.9,308.5,1300,53,2.181208054,81.1,0.009487,11.97242101,874,0
316,3/17/1995,L47495,L,297.9,308.4,1646,40.6,2.761744966,81,0.0072674,9.171326282,861.6,0
317,3/18/1995,L47496,L,297.8,308.4,1714,33.2,2.875838926,81,0.0059428,7.499705235,854.2,0
318,3/19/1995,L47497,L,297.8,308.4,1685,28.4,2.827181208,81,0.0050836,6.415410502,849.4,0
319,3/20/1995,L47498,L,297.8,308.4,1512,39.9,2.536912752,81,0.0071421,9.013199966,860.9,0
320,3/21/1995,L47499,L,297.8,308.4,1612,32.1,2.704697987,81,0.0057459,7.251221026,853.1,0
321,3/22/1995,H29734,H,297.8,308.4,1550,38.2,2.600671141,81,0.0068378,8.629178915,859.2,0
322,3/23/1995,L47501,L,297.8,308.4,1518,32.5,2.546979866,81,0.0058175,7.34157892,853.5,0
323,3/24/1995,L47502,L,297.8,308.5,1448,40,2.429530201,81.1,0.00716,9.03578944,861,0
324,3/25/1995,L47503,L,297.8,308.5,1561,46.3,2.619127517,81.1,0.0082877,10.45892628,867.3,0
325,3/26/1995,M15184,M,297.8,308.5,1488,41.9,2.496644295,81.1,0.0075001,9.464989438,862.9,0
326,3/27/1995,L47505,L,297.8,308.5,1699,27.8,2.850671141,81.1,0.0049762,6.279873661,848.8,0
327,3/28/1995,L47506,L,297.7,308.5,1501,41.4,2.518456376,81.1,0.0074106,9.35204207,862.4,0
328,3/29/1995,L47507,L,297.7,308.5,1373,56.7,2.303691275,81.1,0.0101493,12.80823153,877.7,1
329,3/30/1995,H29742,H,297.6,308.4,1703,31.4,2.85738255,81,0.0056206,7.09309471,852.4,0
330,3/31/1995,H29743,H,297.7,308.5,1720,29.9,2.88590604,81.1,0.0053521,6.754252606,850.9,0
331,4/1/1995,M15190,M,297.6,308.4,1398,41.9,2.345637584,81,0.0075001,9.464989438,862.9,0
332,4/2/1995,M15191,M,297.6,308.4,1391,51.9,2.333892617,81,0.0092901,11.7239368,872.9,0
333,4/3/1995,M15192,M,297.6,308.3,1538,40.2,2.580536913,80.9,0.0071958,9.080968387,861.2,0
334,4/4/1995,L47513,L,297.5,308.2,1647,31.3,2.763422819,80.8,0.0056027,7.070505237,852.3,0
335,4/5/1995,M15194,M,297.5,308.1,1469,44.8,2.464765101,80.7,0.0080192,10.12008417,865.8,0
336,4/6/1995,L47515,L,297.4,308.1,1749,25.9,2.934563758,80.7,0.0046361,5.850673662,846.9,0
337,4/7/1995,M15196,M,297.6,308.2,1995,20.5,3.347315436,80.8,0.0036695,4.630842088,841.5,0
338,4/8/1995,L47517,L,297.6,308.3,1742,27.7,2.922818792,80.9,0.0049583,6.257284187,848.7,0
339,4/9/1995,L47518,L,297.5,308.2,1563,38.2,2.622483221,80.8,0.0068378,8.629178915,859.2,0
340,4/10/1995,M15199,M,297.5,308.2,1713,32.2,2.874161074,80.8,0.0057638,7.273810499,853.2,0
341,4/11/1995,L47520,L,297.4,308.1,1474,39.4,2.473154362,80.7,0.0070526,8.900252598,860.4,0
342,4/12/1995,M15201,M,297.4,308.2,1530,32.6,2.567114094,80.8,0.0058354,7.364168394,853.6,0
343,4/13/1995,L47522,L,297.4,308.2,1471,46.5,2.468120805,80.8,0.0083235,10.50410522,867.5,0
344,4/14/1995,L47523,L,297.5,308.3,1388,48.6,2.32885906,80.9,0.0086994,10.97848417,869.6,0
345,4/15/1995,M15204,M,297.5,308.2,2448,13.8,4.10738255,80.8,0.0024702,3.117347357,834.8,0
346,4/16/1995,L47525,L,297.5,308.3,1585,32.9,2.659395973,80.9,0.0058891,7.431936814,853.9,0
347,4/17/1995,M15206,M,297.5,308.3,1459,45.2,2.447986577,80.9,0.0080908,10.21044207,866.2,0
348,4/18/1995,L47527,L,297.5,308.3,1544,40.8,2.590604027,80.9,0.0073032,9.216505229,861.8,0
349,4/19/1995,L47528,L,297.6,308.3,1617,31.7,2.713087248,80.9,0.0056743,7.160863131,852.7,0
350,4/20/1995,L47529,L,297.6,308.3,1595,34.3,2.676174497,80.9,0.0061397,7.748189445,855.3,0
351,4/21/1995,H29764,H,297.6,308.3,1400,44.3,2.348993289,80.9,0.0079297,10.0071368,865.3,0
352,4/22/1995,M15211,M,297.6,308.4,1611,31,2.703020134,81,0.005549,7.002736816,852,0
353,4/23/1995,M15212,M,297.6,308.4,1507,46,2.52852349,81,0.008234,10.39115786,867,0
354,4/24/1995,H29767,H,297.5,308.3,1674,30,2.808724832,80.9,0.00537,6.77684208,851,0
355,4/25/1995,L47534,L,297.6,308.3,1658,34.3,2.781879195,80.9,0.0061397,7.748189445,855.3,0
356,4/26/1995,L47535,L,297.6,308.3,1623,36.9,2.723154362,80.9,0.0066051,8.335515758,857.9,0
357,4/27/1995,M15216,M,297.6,308.4,1398,48.9,2.345637584,81,0.0087531,11.04625259,869.9,0
358,4/28/1995,L47537,L,297.6,308.4,1517,34.2,2.545302013,81,0.0061218,7.725599971,855.2,0
359,4/29/1995,M15218,M,297.6,308.3,1467,36.7,2.461409396,80.9,0.0065693,8.290336811,857.7,0
360,4/30/1995,M15219,M,297.6,308.3,1567,34.6,2.629194631,80.9,0.0061934,7.815957866,855.6,0
361,5/1/1995,M15220,M,297.5,308.3,1521,38.2,2.552013423,80.9,0.0068378,8.629178915,859.2,0
362,5/2/1995,L47541,L,297.5,308.3,1596,36.8,2.677852349,80.9,0.0065872,8.312926285,857.8,0
363,5/3/1995,H29776,H,297.6,308.3,1640,30.9,2.751677852,80.9,0.0055311,6.980147342,851.9,0
364,5/4/1995,L47543,L,297.6,308.3,1438,47.8,2.412751678,80.9,0.0085562,10.79776838,868.8,0
365,5/5/1995,L47544,L,297.6,308.4,1407,55.2,2.360738255,81,0.0098808,12.46938943,876.2,0
366,5/6/1995,L47545,L,297.6,308.4,1353,57.5,2.270134228,81,0.0102925,12.98894732,878.5,0
367,5/7/1995,M15226,M,297.6,308.5,1552,40.9,2.604026846,81.1,0.0073211,9.239094702,861.9,0
368,5/8/1995,M15227,M,297.6,308.4,1569,38.3,2.632550336,81,0.0068557,8.651768389,859.3,0
369,5/9/1995,L47548,L,297.5,308.4,1489,39.5,2.498322148,81,0.0070705,8.922842072,860.5,0
370,5/10/1995,H29783,H,297.5,308.4,1587,36.1,2.662751678,81,0.0064619,8.15479997,857.1,0
371,5/11/1995,M15230,M,297.5,308.3,1622,37.2,2.72147651,80.9,0.0066588,8.403284179,858.2,0
372,5/12/1995,L47551,L,297.5,308.4,1604,38.1,2.691275168,81,0.0068199,8.606589442,859.1,0
373,5/13/1995,M15232,M,297.4,308.3,1405,51.7,2.35738255,80.9,0.0092543,11.67875785,872.7,0
374,5/14/1995,L47553,L,297.4,308.3,1412,42,2.369127517,80.9,0.007518,9.487578912,863,0
375,5/15/1995,L47554,L,297.4,308.3,1431,43,2.401006711,80.9,0.007697,9.713473648,864,0
376,5/16/1995,L47555,L,297.4,308.2,1533,37.4,2.572147651,80.8,0.0066946,8.448463126,858.4,0
377,5/17/1995,M15236,M,297.4,308.2,1401,51.9,2.350671141,80.8,0.0092901,11.7239368,872.9,0
378,5/18/1995,M15237,M,297.4,308.2,1424,53.9,2.389261745,80.8,0.0096481,12.17572627,874.9,0
379,5/19/1995,L47558,L,297.3,308.2,1754,29.4,2.94295302,80.8,0.0052626,6.641305238,850.4,0
380,5/20/1995,L47559,L,297.3,308.2,1754,26.8,2.94295302,80.8,0.0047972,6.053978925,847.8,0
381,5/21/1995,L47560,L,297.5,308.3,2564,12.8,4.302013423,80.9,0.0022912,2.891452621,833.8,1
382,5/22/1995,L47561,L,297.5,308.5,1546,40.4,2.593959732,81.1,0.0072316,9.126147334,861.4,0
383,5/23/1995,L47562,L,297.5,308.5,1335,48,2.239932886,81.1,0.008592,10.84294733,869,0
384,5/24/1995,M15243,M,297.5,308.6,1842,27,3.090604027,81.2,0.004833,6.099157872,848,0
385,5/25/1995,L47564,L,297.5,308.5,1712,26.8,2.872483221,81.1,0.0047972,6.053978925,847.8,0
386,5/26/1995,M15245,M,297.6,308.6,1414,45.4,2.372483221,81.2,0.0081266,10.25562101,866.4,0
387,5/27/1995,L47566,L,297.6,308.7,1319,50.9,2.213087248,81.3,0.0091111,11.49804206,871.9,0
388,5/28/1995,L47567,L,297.7,308.7,1249,60.4,2.095637584,81.3,0.0108116,13.64404205,881.4,0
389,5/29/1995,L47568,L,297.6,308.7,1455,48.2,2.441275168,81.3,0.0086278,10.88812628,869.2,0
390,5/30/1995,M15249,M,297.6,308.7,1408,54.8,2.362416107,81.3,0.0098092,12.37903153,875.8,0
391,5/31/1995,L47570,L,297.6,308.7,1460,46.7,2.44966443,81.3,0.0083593,10.54928417,867.7,0
392,6/1/1995,L47571,L,297.6,308.6,1491,38.1,2.501677852,81.2,0.0068199,8.606589442,859.1,0
393,6/2/1995,M15252,M,297.6,308.5,1490,43.4,2.5,81.1,0.0077686,9.803831542,864.4,0
394,6/3/1995,M15253,M,297.5,308.4,1350,52.2,2.265100671,81,0.0093438,11.79170522,873.2,0
395,6/4/1995,L47574,L,297.5,308.4,1528,39.9,2.563758389,81,0.0071421,9.013199966,860.9,0
396,6/5/1995,L47575,L,297.4,308.3,1571,37.7,2.63590604,80.9,0.0067483,8.516231547,858.7,0
397,6/6/1995,L47576,L,297.4,308.3,1490,42.6,2.5,80.9,0.0076254,9.623115754,863.6,0
398,6/7/1995,M15257,M,297.4,308.3,1774,28.9,2.976510067,80.9,0.0051731,6.52835787,849.9,0
399,6/8/1995,H29812,H,297.4,308.3,1502,43.6,2.520134228,80.9,0.0078044,9.84901049,864.6,0
400,6/9/1995,L47579,L,297.4,308.4,1392,49.7,2.33557047,81,0.0088963,11.22696838,870.7,0
401,6/10/1995,L47580,L,297.4,308.5,2100,16.9,3.523489933,81.1,0.0030251,3.817621038,837.9,0
402,6/11/1995,L47581,L,297.5,308.5,1722,30.4,2.889261745,81.1,0.0054416,6.867199974,851.4,0
403,6/12/1995,L47582,L,297.4,308.6,1678,32.3,2.815436242,81.2,0.0057817,7.296399973,853.3,0
404,6/13/1995,L47583,L,297.3,308.6,1273,59.8,2.13590604,81.2,0.0107042,13.50850521,880.8,0
405,6/14/1995,L47584,L,297.3,308.6,1297,45.9,2.176174497,81.2,0.0082161,10.36856838,866.9,0
406,6/15/1995,L47585,L,297.3,308.5,1350,57.6,2.265100671,81.1,0.0103104,13.01153679,878.6,0
407,6/16/1995,L47586,L,297.4,308.6,1439,51.9,2.41442953,81.2,0.0092901,11.7239368,872.9,0
408,6/17/1995,M15267,M,297.4,308.5,1600,42.1,2.684563758,81.1,0.0075359,9.510168386,863.1,0
409,6/18/1995,M15268,M,297.4,308.6,1434,44.4,2.406040268,81.2,0.0079476,10.02972628,865.4,0
410,6/19/1995,L47589,L,297.4,308.6,1459,41.3,2.447986577,81.2,0.0073927,9.329452597,862.3,0
411,6/20/1995,M15270,M,297.5,308.6,1472,44.9,2.469798658,81.2,0.0080371,10.14267365,865.9,0
412,6/21/1995,L47591,L,297.5,308.7,1429,44.3,2.397651007,81.3,0.0079297,10.0071368,865.3,0
413,6/22/1995,L47592,L,297.5,308.6,1388,48.2,2.32885906,81.2,0.0086278,10.88812628,869.2,0
414,6/23/1995,L47593,L,297.4,308.4,1573,34.5,2.639261745,81,0.0061755,7.793368392,855.5,0
415,6/24/1995,L47594,L,297.4,308.4,1588,32.5,2.66442953,81,0.0058175,7.34157892,853.5,0
416,6/25/1995,L47595,L,297.5,308.4,1511,42.8,2.535234899,81,0.0076612,9.668294701,863.8,0
417,6/26/1995,L47596,L,297.4,308.5,1495,37.8,2.508389262,81.1,0.0067662,8.538821021,858.8,0
418,6/27/1995,L47597,L,297.4,308.4,1394,50.1,2.338926174,81,0.0089679,11.31732627,871.1,0
419,6/28/1995,L47598,L,297.4,308.4,2151,17.7,3.609060403,81,0.0031683,3.998336827,838.7,0
420,6/29/1995,M15279,M,297.3,308.3,1501,38.2,2.518456376,80.9,0.0068378,8.629178915,859.2,0
421,6/30/1995,M15280,M,297.3,308.3,1301,39.6,2.182885906,80.9,0.0070884,8.945431546,860.6,0
422,7/1/1995,M15281,M,297.3,308.3,1657,31.1,2.780201342,80.9,0.0055669,7.02532629,852.1,0
423,7/2/1995,L47602,L,297.3,308.3,1333,55.2,2.236577181,80.9,0.0098808,12.46938943,876.2,0
424,7/3/1995,L47603,L,297.3,308.3,1484,43.9,2.489932886,80.9,0.0078581,9.91677891,864.9,0
425,7/4/1995,L47604,L,297.3,308.4,1430,45.7,2.399328859,81,0.0081803,10.32338944,866.7,0
426,7/5/1995,M15285,M,297.3,308.4,1665,28.9,2.793624161,81,0.0051731,6.52835787,849.9,0
427,7/6/1995,L47606,L,297.4,308.5,1501,44.9,2.518456376,81.1,0.0080371,10.14267365,865.9,0
428,7/7/1995,M15287,M,297.5,308.5,1496,42.2,2.510067114,81.1,0.0075538,9.532757859,863.2,0
429,7/8/1995,M15288,M,297.6,308.6,1595,36.9,2.676174497,81.2,0.0066051,8.335515758,857.9,0
430,7/9/1995,L47609,L,297.5,308.6,1208,62.3,2.026845638,81.2,0.0111517,14.07324205,883.3,0
431,7/10/1995,L47610,L,297.5,308.6,1596,37.1,2.677852349,81.2,0.0066409,8.380694706,858.1,0
432,7/11/1995,L47611,L,297.5,308.5,1446,41.9,2.426174497,81.1,0.0075001,9.464989438,862.9,0
433,7/12/1995,M15292,M,297.6,308.5,1466,39.7,2.459731544,81.1,0.0071063,8.968021019,860.7,0
434,7/13/1995,M15293,M,297.6,308.5,1848,23.7,3.100671141,81.1,0.0042423,5.353705243,844.7,0
435,7/14/1995,M15294,M,297.5,308.5,1484,44.7,2.489932886,81.1,0.0080013,10.0974947,865.7,0
436,7/15/1995,L47615,L,297.4,308.3,1493,41.2,2.505033557,80.9,0.0073748,9.306863123,862.2,0
437,7/16/1995,L47616,L,297.3,308.3,1504,36.3,2.523489933,80.9,0.0064977,8.199978917,857.3,0
438,7/17/1995,L47617,L,297.3,308.3,1538,38.5,2.580536913,80.9,0.0068915,8.696947336,859.5,0
439,7/18/1995,L47618,L,297.4,308.4,1341,52.2,2.25,81,0.0093438,11.79170522,873.2,0
440,7/19/1995,M15299,M,297.4,308.3,1535,34.6,2.575503356,80.9,0.0061934,7.815957866,855.6,0
441,7/20/1995,L47620,L,297.4,308.5,1389,39.2,2.330536913,81.1,0.0070168,8.855073651,860.2,0
442,7/21/1995,H29855,H,297.5,308.5,1393,46.6,2.337248322,81.1,0.0083414,10.5266947,867.6,0
443,7/22/1995,L47622,L,297.4,308.5,1399,61.5,2.347315436,81.1,0.0110085,13.89252626,882.5,1
444,7/23/1995,H29857,H,297.4,308.5,1469,45.1,2.464765101,81.1,0.0080729,10.18785259,866.1,0
445,7/24/1995,L47624,L,297.4,308.4,1582,37.2,2.654362416,81,0.0066588,8.403284179,858.2,0
446,7/25/1995,L47625,L,297.5,308.6,1793,26.7,3.008389262,81.2,0.0047793,6.031389451,847.7,0
447,7/26/1995,L47626,L,297.5,308.6,1452,39,2.436241611,81.2,0.006981,8.809894704,860,0
448,7/27/1995,M15307,M,297.6,308.7,1376,59.9,2.308724832,81.3,0.0107221,13.53109469,880.9,0
449,7/28/1995,L47628,L,297.5,308.6,1552,44.9,2.604026846,81.2,0.0080371,10.14267365,865.9,0
450,7/29/1995,L47629,L,297.6,308.7,1622,37.9,2.72147651,81.3,0.0067841,8.561410494,858.9,0
451,7/30/1995,M15310,M,297.6,308.7,1419,41.7,2.380872483,81.3,0.0074643,9.419810491,862.7,0
452,7/31/1995,H29865,H,297.5,308.6,1440,46.1,2.416107383,81.2,0.0082519,10.41374733,867.1,0
453,8/1/1995,M15312,M,297.4,308.6,1643,31,2.756711409,81.2,0.005549,7.002736816,852,0
454,8/2/1995,L47633,L,297.4,308.7,1510,36.2,2.533557047,81.3,0.0064798,8.177389443,857.2,0
455,8/3/1995,L47634,L,297.4,308.7,1468,46.6,2.463087248,81.3,0.0083414,10.5266947,867.6,0
456,8/4/1995,L47635,L,297.4,308.7,1429,57.4,2.397651007,81.3,0.0102746,12.96635785,878.4,0
457,8/5/1995,H29870,H,297.3,308.7,1478,47.6,2.479865772,81.3,0.0085204,10.75258943,868.6,0
458,8/6/1995,L47637,L,297.4,308.6,1276,53.6,2.140939597,81.2,0.0095944,12.10795785,874.6,0
459,8/7/1995,L47638,L,297.3,308.6,1486,42.6,2.493288591,81.2,0.0076254,9.623115754,863.6,0
460,8/8/1995,L47639,L,297.4,308.6,1476,42.3,2.476510067,81.2,0.0075717,9.555347333,863.3,0
461,8/9/1995,H29874,H,297.3,308.6,1431,42,2.401006711,81.2,0.007518,9.487578912,863,0
462,8/10/1995,L47641,L,297.4,308.7,1402,40.2,2.352348993,81.3,0.0071958,9.080968387,861.2,0
463,8/11/1995,L47642,L,297.4,308.7,1433,43.4,2.404362416,81.3,0.0077686,9.803831542,864.4,0
464,8/12/1995,L47643,L,297.4,308.7,2874,4.2,4.822147651,81.3,0.0007518,0.948757891,825.2,1
465,8/13/1995,L47644,L,297.3,308.6,1511,35.7,2.535234899,81.2,0.0063903,8.064442075,856.7,0
466,8/14/1995,M15325,M,297.3,308.6,1456,42.9,2.44295302,81.2,0.0076791,9.690884174,863.9,0
467,8/15/1995,L47646,L,297.2,308.5,1550,41.5,2.600671141,81.1,0.0074285,9.374631544,862.5,0
468,8/16/1995,L47647,L,297.2,308.5,2182,16.5,3.661073826,81.1,0.0029535,3.727263144,837.5,0
469,8/17/1995,L47648,L,297.3,308.7,1619,31.6,2.716442953,81.3,0.0056564,7.138273658,852.6,0
470,8/18/1995,M15329,M,297.3,308.8,1586,32.7,2.661073826,81.4,0.0058533,7.386757867,853.7,0
471,8/19/1995,H29884,H,297.3,308.8,1499,44.2,2.515100671,81.4,0.0079118,9.984547331,865.2,0
472,8/20/1995,H29885,H,297.3,308.8,1419,42.4,2.380872483,81.4,0.0075896,9.577936806,863.4,0
473,8/21/1995,M15332,M,297.4,309,1497,41.8,2.511744966,81.6,0.0074822,9.442399965,862.8,0
474,8/22/1995,M15333,M,297.4,309,1520,37,2.55033557,81.6,0.006623,8.358105232,858,0
475,8/23/1995,L47654,L,297.4,309.1,1478,49.8,2.479865772,81.7,0.0089142,11.24955785,870.8,0
476,8/24/1995,L47655,L,297.4,309.1,1380,41.1,2.315436242,81.7,0.0073569,9.28427365,862.1,0
477,8/25/1995,L47656,L,297.4,309,1570,37.9,2.634228188,81.6,0.0067841,8.561410494,858.9,0
478,8/26/1995,H29891,H,297.4,309,1468,41.4,2.463087248,81.6,0.0074106,9.35204207,862.4,0
479,8/27/1995,L47658,L,297.4,309,1833,22.6,3.075503356,81.6,0.0040454,5.105221034,843.6,0
480,8/28/1995,M15339,M,297.4,308.9,1323,57.3,2.219798658,81.5,0.0102567,12.94376837,878.3,0
481,8/29/1995,L47660,L,297.4,309,1583,32,2.656040268,81.6,0.005728,7.228631552,853,0
482,8/30/1995,M15341,M,297.3,309,1556,39.5,2.610738255,81.6,0.0070705,8.922842072,860.5,0
483,8/31/1995,L47662,L,297.3,309,1548,37.4,2.597315436,81.6,0.0066946,8.448463126,858.4,0
484,9/1/1995,L47663,L,297.4,309,1324,56.9,2.22147651,81.6,0.0101851,12.85341048,877.9,0
485,9/2/1995,L47664,L,297.4,309,1568,33.7,2.630872483,81.6,0.0060323,7.612652603,854.7,0
486,9/3/1995,M15345,M,297.4,309,1685,30.7,2.827181208,81.6,0.0054953,6.934968395,851.7,0
